,product_name,Accuracy_Score,Val_Score,uses_cov
666,P518,0.8672553153070931,0.8404567316519046,no
667,P519,0.8198388160011516,0.8043688478481479,no
668,P520,0.7287766652154983,0.6594772711779052,no
669,P521,0.8700853770779178,0.6144590454897972,no
670,P522,0.8824398311093178,0.7916267401579639,no
671,P523,0.30377387792031396,0.2537271673380592,no
672,P524,0.82553178414435,0.6608912161304183,no
673,P525,0.775820233760158,0.6047022374015238,no
674,P526,0.5977889915102206,0.6196860472266186,no
675,P527,0.7899191866084494,0.601904862935392,no
676,P528,0.5661377328684633,0.7115991063170921,no
677,P529,0.38995745874659293,0.34602689386732965,no
678,P530,0.7642766121440908,0.8041310289441853,no
679,P531,0.7573727248404866,0.5354828991662313,no
680,P532,0.8274935445050304,0.7769494272436575,no
681,P533,0.8646095842722273,0.7556587490635602,no
682,P534,0.8980959281044121,0.8243979955032814,no
683,P535,0.8855326683771544,0.8192509590533311,no
684,P536,0.8642202986257315,0.7392381609961672,no
685,P537,0.1963963106033344,0.012153950023325977,no
686,P538,4.999989998699661e-07,3.703703088664412e-08,no
687,P539,0.9044671048001258,0.6923766278401715,no
688,P540,0.0,0.0,no
689,P541,0.6937235773386445,0.7070478134582239,no
690,P542,0.1713998181772105,0.294134828089463,no
691,P543,0.9301917407586596,0.753059695105323,no
692,P544,0.8088600729131026,0.8498667842761758,no
693,P545,0.7307293146524689,0.6637988134696562,no
694,P546,0.8601868439556822,0.6936181608389571,no
695,P547,4.4247748454129265e-07,7.486856357097338e-09,no
696,P548,0.7287772111573834,0.7619088848856356,no
697,P549,0.0,0.0,no
698,P550,0.11956521738988335,0.021577089054206966,no
699,P551,0.7249286914825976,0.48797573908439384,no
700,P552,0.8955540293832639,0.5655812997488179,no
701,P553,0.2093920179007629,0.3448050076119308,no
702,P554,0.6282849685461259,0.6605827482120361,no
